text,category
Boss ne payment rok diya hai. kaise solve hoga?,Labour Dispute
"Urgent, Someone threatened me and I want police help. help me",Police Complaint
"Urgent, Water supply is dirty in my area. complaint kaha karu?",Municipal Issue
"Urgent, Aadhaar update problem. what should I do?",Government Scheme
Bhai Streetlight is not working. kaise solve hoga?,Municipal Issue
Bhai Road has big potholes. please guide,Municipal Issue
"Please help, DLSA se help kaise milegi? what should I do?",Legal Aid
"Urgent, Delivery not received but money got deducted. complaint kaha karu?",Consumer Complaint
Bhai Road has big potholes.,Municipal Issue
"Please help, My service request is pending for long time.",Public Grievance
Government office me complaint kaha kare? kaise solve hoga?,Public Grievance
Madam Factory owner is not giving wages. kaise solve hoga?,Labour Dispute
Sir Police station complaint kaise kare? kaise solve hoga?,Police Complaint
My pension application is pending.,Government Scheme
Madam Department complaint portal me grievance file karna hai. please guide,Public Grievance
Madam There is violence in my house and I need help. kaise solve hoga?,Domestic Violence / Safety
Builder has not given flat possession. what should I do?,Property Issue
"Please help, There is garbage near my house.",Municipal Issue
Sir I feel unsafe at home. complaint kaha karu?,Domestic Violence / Safety
Madam Tenant ko ghar se nikal rahe hain. help me,Property Issue
"Urgent, My employer has not paid my salary for one month. kaise solve hoga?",Labour Dispute
Sir Water supply is dirty in my area. what should I do?,Municipal Issue
My company fired me without paying dues. complaint kaha karu?,Labour Dispute
Madam Doctor refused to treat patient.,Healthcare Access
Madam Overtime ka paisa nahi mila. please guide,Labour Dispute
मकान मालिक जबरदस्ती निकाल रहा है। please guide,Property Issue
"Urgent, How can I get FIR copy? complaint kaha karu?",Police Complaint
Order cancel hua but refund nahi aaya.,Consumer Complaint
Bhai Service center is not repairing my watch. what should I do?,Consumer Complaint
"Urgent, गली में कचरा पड़ा है। complaint kaha karu?",Municipal Issue
Sir मुझे मुफ्त कानूनी सहायता चाहिए। help me,Legal Aid
"Urgent, Employer is delaying my salary again. please guide",Labour Dispute
Bhai I am facing domestic violence at home. complaint kaha karu?,Domestic Violence / Safety
Sir I want to report cyber crime. what should I do?,Police Complaint
"Urgent, मेरे पति मुझे धमकी दे रहे हैं। kaise solve hoga?",Domestic Violence / Safety
Madam There is violence in my house and I need help.,Domestic Violence / Safety
Sir NALSA legal aid ke liye apply kaise kare? complaint kaha karu?,Legal Aid
"Urgent, Factory owner is not giving wages.",Labour Dispute
Government department is delaying my application. kaise solve hoga?,Public Grievance
Sir Ration card not approved. complaint kaha karu?,Government Scheme
"Urgent, Land dispute with neighbour.",Property Issue
"Urgent, How can I get FIR copy? help me",Police Complaint
Madam NALSA legal aid ke liye apply kaise kare? please guide,Legal Aid
Madam Someone threatened me and I want police help. complaint kaha karu?,Police Complaint
Madam How can I get FIR copy? what should I do?,Police Complaint
"Urgent, Ayushman card se treatment nahi mila.",Healthcare Access
Madam सरकारी योजना का लाभ नहीं मिला। complaint kaha karu?,Government Scheme
"Please help, Doctor refused to treat patient. help me",Healthcare Access
"Urgent, Mosquito problem due to sewage. please guide",Municipal Issue
"Please help, Play some music.",Unknown
Bhai Overtime ka paisa nahi mila. what should I do?,Labour Dispute
Madam Where can I get free legal aid? help me,Legal Aid
"Urgent, Landlord not returning security deposit. kaise solve hoga?",Property Issue
Madam Subsidy not received.,Government Scheme
Sir Lease dispute with house owner. please guide,Property Issue
Sir I bought laptop online and seller is not giving refund. please guide,Consumer Complaint
Partner ne mujhe beat kiya hai. what should I do?,Domestic Violence / Safety
"Please help, मुझे two months से वेतन नहीं मिला है।",Labour Dispute
Bhai Factory owner is not giving wages. help me,Labour Dispute
Sir सरकारी विभाग जवाब नहीं दे रहा। please guide,Public Grievance
"Urgent, Property registry problem. what should I do?",Property Issue
"Urgent, Income certificate application delayed. what should I do?",Government Scheme
Bhai Mujhe free lawyer chahiye. what should I do?,Legal Aid
Bhai मेरा सामान खराब आया है और कंपनी बदल नहीं रही। kaise solve hoga?,Consumer Complaint
"Urgent, Builder has not given flat possession. complaint kaha karu?",Property Issue
Bhai Application number hai but no update. kaise solve hoga?,Public Grievance
"Urgent, Property registry problem. kaise solve hoga?",Property Issue
"Urgent, My landlord is forcing me to leave. please guide",Property Issue
"Urgent, Patient ko emergency ward me nahi liya. help me",Healthcare Access
Madam How to cook pasta? please guide,Unknown
Madam Ration card not approved. kaise solve hoga?,Government Scheme
Madam I want to learn Python. kaise solve hoga?,Unknown
मकान मालिक जबरदस्ती निकाल रहा है। please guide,Property Issue
Bhai Property registry problem. what should I do?,Property Issue
Madam Medicine not available in government hospital. kaise solve hoga?,Healthcare Access
Bhai Clinic overcharged me for treatment. kaise solve hoga?,Healthcare Access
Builder has not given flat possession.,Property Issue
"Please help, Drainage problem in my street. please guide",Municipal Issue
मेरे पति मुझे धमकी दे रहे हैं। please guide,Domestic Violence / Safety
Sir CPGRAMS complaint kaise kare?,Public Grievance
Sir My pension application is pending. help me,Government Scheme
Sir Municipal complaint kaha kare?,Municipal Issue
Bhai How to cook pasta? please guide,Unknown
"Urgent, मेरा मोबाइल चोरी हो गया है।",Police Complaint
What is the capital of Japan? complaint kaha karu?,Unknown
What is the capital of Japan? complaint kaha karu?,Unknown
Madam My bike was stolen yesterday. help me,Police Complaint
Sir गली में कचरा पड़ा है। complaint kaha karu?,Municipal Issue
"Please help, How to cook pasta? complaint kaha karu?",Unknown
Madam सरकारी योजना का लाभ नहीं मिला। please guide,Government Scheme
"Urgent, Streetlight is not working. help me",Municipal Issue
"Urgent, मुझे अस्पताल में भर्ती नहीं कर रहे। complaint kaha karu?",Healthcare Access
Bhai What is the capital of Japan? help me,Unknown
Madam मेरे पति मुझे धमकी दे रहे हैं। kaise solve hoga?,Domestic Violence / Safety
"Urgent, Suggest a good phone under 20000. help me",Unknown
Bhai Officer is not taking action on complaint. please guide,Public Grievance
"Please help, Explain machine learning. complaint kaha karu?",Unknown
"Urgent, सरकारी योजना का लाभ नहीं मिला। complaint kaha karu?",Government Scheme
"Please help, Order cancel hua but refund nahi aaya. kaise solve hoga?",Consumer Complaint
Bhai Streetlight is not working. please guide,Municipal Issue
Sir Land dispute with neighbour. kaise solve hoga?,Property Issue
"Please help, My employer has not paid my salary for 90 days. what should I do?",Labour Dispute
Application number hai but no update.,Public Grievance
Madam Nala block hai complaint karni hai. help me,Municipal Issue
I feel unsafe at home. complaint kaha karu?,Domestic Violence / Safety
Sir Fake product mila online order mein. complaint kaha karu?,Consumer Complaint
Bhai Caste certificate pending for months. help me,Government Scheme
Bhai My service request is pending for long time. please guide,Public Grievance
Who won the cricket match? what should I do?,Unknown
Bhai I feel unsafe at home. help me,Domestic Violence / Safety
Where can I get free legal aid?,Legal Aid
"Urgent, मेरा सामान खराब आया है और कंपनी बदल नहीं रही। help me",Consumer Complaint
"Urgent, Subsidy not received. help me",Government Scheme
My company fired me without paying dues.,Labour Dispute
Madam Overtime ka paisa nahi mila. complaint kaha karu?,Labour Dispute
Sir Play some music. complaint kaha karu?,Unknown
NALSA legal aid ke liye apply kaise kare? help me,Legal Aid
"Urgent, My landlord is forcing me to leave. help me",Property Issue
Bhai Government department is delaying my application. complaint kaha karu?,Public Grievance
I worked but did not receive payment. what should I do?,Labour Dispute
Bhai Rent agreement issue. help me,Property Issue
Madam Builder has not given flat possession. what should I do?,Property Issue
Department complaint portal me grievance file karna hai.,Public Grievance
Madam Play some music.,Unknown
Sir Someone is blackmailing me online. please guide,Police Complaint
Madam Mujhe free lawyer chahiye. please guide,Legal Aid
Bhai Legal services authority contact kaise kare? help me,Legal Aid
Sir Ambulance nahi mil rahi hai. help me,Healthcare Access
Employer is delaying my salary again. kaise solve hoga?,Labour Dispute
Public authority is not responding. complaint kaha karu?,Public Grievance
Bhai I feel unsafe at home. help me,Domestic Violence / Safety
"Urgent, Municipal complaint kaha kare? kaise solve hoga?",Municipal Issue
Bhai My service request is pending for long time. help me,Public Grievance
I cannot afford a lawyer. please guide,Legal Aid
"Urgent, PF amount company ne nahi diya. please guide",Labour Dispute
Sir I need advocate help but have no money. kaise solve hoga?,Legal Aid
"Urgent, Officer is not taking action on complaint. help me",Public Grievance
Madam सरकारी योजना का लाभ नहीं मिला। please guide,Government Scheme
Madam Seller sent wrong product and is ignoring me. please guide,Consumer Complaint
"Urgent, Aadhaar update problem. what should I do?",Government Scheme
Bhai PF amount company ne nahi diya. please guide,Labour Dispute
Madam Fake product mila online order mein.,Consumer Complaint
PF amount company ne nahi diya. kaise solve hoga?,Labour Dispute
Sir Someone threatened me and I want police help. kaise solve hoga?,Police Complaint
"Please help, Domicile certificate reject ho gaya.",Government Scheme
Bhai Tenant ko ghar se nikal rahe hain. help me,Property Issue
Bhai Write a poem about rain. kaise solve hoga?,Unknown
Bhai My in-laws are abusing me for dowry. what should I do?,Domestic Violence / Safety
"Please help, I bought headphones online and seller is not giving refund. help me",Consumer Complaint
"Please help, Land dispute with neighbour. what should I do?",Property Issue
Bhai Income certificate application delayed.,Government Scheme
Pati mujhe maar raha hai. what should I do?,Domestic Violence / Safety
"Urgent, My landlord is forcing me to leave.",Property Issue
Sir Clinic overcharged me for treatment. please guide,Healthcare Access
Sir सरकारी विभाग जवाब नहीं दे रहा।,Public Grievance
Sir Streetlight is not working. kaise solve hoga?,Municipal Issue
I need court help but cannot pay lawyer fees. help me,Legal Aid
My employer has not paid my salary for 90 days.,Labour Dispute
"Please help, Ration card not approved. complaint kaha karu?",Government Scheme
Mosquito problem due to sewage. what should I do?,Municipal Issue
"Urgent, Product defective hai aur replacement nahi mil raha. what should I do?",Consumer Complaint
"Please help, गली में कचरा पड़ा है।",Municipal Issue
Patient ko emergency ward me nahi liya.,Healthcare Access
"Urgent, Water supply is dirty in my area. please guide",Municipal Issue
"Please help, Illegal occupation of my land. complaint kaha karu?",Property Issue
"Urgent, How can I get FIR copy? complaint kaha karu?",Police Complaint
Sir Application number hai but no update. help me,Public Grievance
Sir I am facing domestic violence at home. complaint kaha karu?,Domestic Violence / Safety
Madam Seller sent wrong product and is ignoring me.,Consumer Complaint
"Please help, Pati mujhe maar raha hai. please guide",Domestic Violence / Safety
"Urgent, मेरा मोबाइल चोरी हो गया है। kaise solve hoga?",Police Complaint
Sir NALSA legal aid ke liye apply kaise kare? please guide,Legal Aid
"Urgent, Order cancel hua but refund nahi aaya. please guide",Consumer Complaint
Bhai Hospital denied treatment. complaint kaha karu?,Healthcare Access
Lease dispute with house owner.,Property Issue
"Urgent, Ayushman card se treatment nahi mila. complaint kaha karu?",Healthcare Access
Delivery not received but money got deducted. complaint kaha karu?,Consumer Complaint
"Urgent, Lease dispute with house owner. kaise solve hoga?",Property Issue
"Urgent, Government hospital refused admission. what should I do?",Healthcare Access
Bhai सरकारी योजना का लाभ नहीं मिला। complaint kaha karu?,Government Scheme
Sir Public authority is not responding. kaise solve hoga?,Public Grievance
"Please help, Tell me a joke. kaise solve hoga?",Unknown
Madam Public toilet is very dirty. help me,Municipal Issue
Sir I need court help but cannot pay lawyer fees. kaise solve hoga?,Legal Aid
"Urgent, Landlord not returning security deposit. help me",Property Issue
Sir CPGRAMS complaint kaise kare? please guide,Public Grievance
Madam Police station complaint kaise kare? what should I do?,Police Complaint
Public service delivery problem. kaise solve hoga?,Public Grievance
Sir My company fired me without paying dues. kaise solve hoga?,Labour Dispute
Madam Nala block hai complaint karni hai. help me,Municipal Issue
Sir मुझे three months से वेतन नहीं मिला है। help me,Labour Dispute
Bhai DLSA se help kaise milegi? please guide,Legal Aid
Sir Company salary nahi de rahi hai for many weeks. kaise solve hoga?,Labour Dispute
Streetlight is not working. what should I do?,Municipal Issue
Sir My company fired me without paying dues. please guide,Labour Dispute
"Please help, Boss ne payment rok diya hai. help me",Labour Dispute
"Please help, Land dispute with neighbour. kaise solve hoga?",Property Issue
Sir CPGRAMS complaint kaise kare? what should I do?,Public Grievance
Madam There is garbage near my house. kaise solve hoga?,Municipal Issue
Madam मकान मालिक जबरदस्ती निकाल रहा है। help me,Property Issue
Madam सरकारी विभाग जवाब नहीं दे रहा। what should I do?,Public Grievance
"Urgent, Legal services authority contact kaise kare? what should I do?",Legal Aid
"Urgent, Suggest a good phone under 20000. kaise solve hoga?",Unknown
Fake product mila online order mein. what should I do?,Consumer Complaint
Sir My bike was stolen yesterday. what should I do?,Police Complaint
"Urgent, I want to learn Python. kaise solve hoga?",Unknown
मुझे अस्पताल में भर्ती नहीं कर रहे। complaint kaha karu?,Healthcare Access
Madam Partner ne mujhe beat kiya hai. please guide,Domestic Violence / Safety
Sir Government benefit has not been received. what should I do?,Government Scheme
Bhai मेरे पति मुझे धमकी दे रहे हैं। complaint kaha karu?,Domestic Violence / Safety
Madam Hospital denied treatment. please guide,Healthcare Access
My husband is threatening me and I am scared. what should I do?,Domestic Violence / Safety
Bhai गली में कचरा पड़ा है। help me,Municipal Issue
"Urgent, Department complaint portal me grievance file karna hai. kaise solve hoga?",Public Grievance
Sir Product defective hai aur replacement nahi mil raha. kaise solve hoga?,Consumer Complaint
"Please help, Ayushman card se treatment nahi mila. help me",Healthcare Access
"Urgent, Rent agreement issue. kaise solve hoga?",Property Issue
"Please help, Caste certificate pending for months. kaise solve hoga?",Government Scheme
Sir Tenant ko ghar se nikal rahe hain. complaint kaha karu?,Property Issue
Madam My in-laws are abusing me for dowry. please guide,Domestic Violence / Safety
Madam Mera phone chori ho gaya hai. what should I do?,Police Complaint
Madam My husband is threatening me and I am scared. complaint kaha karu?,Domestic Violence / Safety
Madam Hospital denied treatment. what should I do?,Healthcare Access
Sir Company salary nahi de rahi hai for six months. complaint kaha karu?,Labour Dispute
Warranty claim rejected without proper reason.,Consumer Complaint
I bought phone online and seller is not giving refund. what should I do?,Consumer Complaint
Someone is blackmailing me online. help me,Police Complaint
सरकारी विभाग जवाब नहीं दे रहा।,Public Grievance
Bhai Income certificate application delayed. kaise solve hoga?,Government Scheme
"Urgent, मेरा सामान खराब आया है और कंपनी बदल नहीं रही। help me",Consumer Complaint
Bhai मेरा मोबाइल चोरी हो गया है।,Police Complaint
"Urgent, I worked but did not receive payment. help me",Labour Dispute
Madam Someone threatened me and I want police help. kaise solve hoga?,Police Complaint
Mujhe free lawyer chahiye. complaint kaha karu?,Legal Aid
Bhai Government department is delaying my application. please guide,Public Grievance
"Urgent, Delivery not received but money got deducted.",Consumer Complaint
